artist,title,ids,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Rod Wave,Boyz Don't Cry,2z2gqgwu1GCurpZJYzcytE,0.741,0.509,10,-12.639,1,0.0532,0.0761,2.9e-06,0.114,0.345,152.078,audio_features,2z2gqgwu1GCurpZJYzcytE,spotify:track:2z2gqgwu1GCurpZJYzcytE,https://api.spotify.com/v1/tracks/2z2gqgwu1GCurpZJYzcytE,https://api.spotify.com/v1/audio-analysis/2z2gqgwu1GCurpZJYzcytE,202224,4
Paul Russell,Lil Boo Thang,0cVyQfDyRnMJ0V3rjjdlU3,0.85,0.699,0,-3.292,1,0.0776,0.152,0.0,0.32,0.915,114.481,audio_features,0cVyQfDyRnMJ0V3rjjdlU3,spotify:track:0cVyQfDyRnMJ0V3rjjdlU3,https://api.spotify.com/v1/tracks/0cVyQfDyRnMJ0V3rjjdlU3,https://api.spotify.com/v1/audio-analysis/0cVyQfDyRnMJ0V3rjjdlU3,114234,4
Rod Wave Featuring 21 Savage,Turks & Caicos,3kfhS2L56Wj8fBcu7xE47H,0.544,0.496,0,-12.032,1,0.21,0.13,0.0,0.166,0.314,103.148,audio_features,3kfhS2L56Wj8fBcu7xE47H,spotify:track:3kfhS2L56Wj8fBcu7xE47H,https://api.spotify.com/v1/tracks/3kfhS2L56Wj8fBcu7xE47H,https://api.spotify.com/v1/audio-analysis/3kfhS2L56Wj8fBcu7xE47H,203442,5
Zach Bryan Featuring Noah Kahan,Sarah's Place,1vhbThkFnqAHbZp0fEjXE4,0.576,0.683,7,-5.103,1,0.118,0.41,0.0,0.0819,0.433,151.566,audio_features,1vhbThkFnqAHbZp0fEjXE4,spotify:track:1vhbThkFnqAHbZp0fEjXE4,https://api.spotify.com/v1/tracks/1vhbThkFnqAHbZp0fEjXE4,https://api.spotify.com/v1/audio-analysis/1vhbThkFnqAHbZp0fEjXE4,214056,4
Myke Towers,LaLa,1xK1Gg9SxG8fy2Ya373oqb,0.713,0.617,8,-4.637,1,0.0887,0.122,0.0,0.0962,0.682,168.021,audio_features,1xK1Gg9SxG8fy2Ya373oqb,spotify:track:1xK1Gg9SxG8fy2Ya373oqb,https://api.spotify.com/v1/tracks/1xK1Gg9SxG8fy2Ya373oqb,https://api.spotify.com/v1/audio-analysis/1xK1Gg9SxG8fy2Ya373oqb,232853,4
Thomas Rhett Featuring Morgan Wallen,Mamaw's House,3eNOyXmzuA46bUvi8FkIoW,0.559,0.704,2,-7.686,1,0.0338,0.0177,0.0,0.0821,0.422,89.985,audio_features,3eNOyXmzuA46bUvi8FkIoW,spotify:track:3eNOyXmzuA46bUvi8FkIoW,https://api.spotify.com/v1/tracks/3eNOyXmzuA46bUvi8FkIoW,https://api.spotify.com/v1/audio-analysis/3eNOyXmzuA46bUvi8FkIoW,187269,4
Kenya Grace,Strangers,5mjYQaktjmjcMKcUIcqz4s,0.628,0.523,11,-8.307,0,0.0946,0.701,0.00274,0.219,0.416,169.982,audio_features,5mjYQaktjmjcMKcUIcqz4s,spotify:track:5mjYQaktjmjcMKcUIcqz4s,https://api.spotify.com/v1/tracks/5mjYQaktjmjcMKcUIcqz4s,https://api.spotify.com/v1/audio-analysis/5mjYQaktjmjcMKcUIcqz4s,172965,4
Jung Kook Featuring Latto,Seven,7x9aauaA9cu6tyfpHnqDLo,0.802,0.832,11,-4.107,1,0.0434,0.311,0.0,0.0815,0.89,124.997,audio_features,7x9aauaA9cu6tyfpHnqDLo,spotify:track:7x9aauaA9cu6tyfpHnqDLo,https://api.spotify.com/v1/tracks/7x9aauaA9cu6tyfpHnqDLo,https://api.spotify.com/v1/audio-analysis/7x9aauaA9cu6tyfpHnqDLo,185427,4
Teddy Swims,Lose Control,6usohdchdzW9oML7VC4Uhk,0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,audio_features,6usohdchdzW9oML7VC4Uhk,spotify:track:6usohdchdzW9oML7VC4Uhk,https://api.spotify.com/v1/tracks/6usohdchdzW9oML7VC4Uhk,https://api.spotify.com/v1/audio-analysis/6usohdchdzW9oML7VC4Uhk,210689,3
Rod Wave,Call Your Friends,5W0RVQViQC7xocvAUnIs6Z,0.57,0.557,2,-12.055,1,0.105,0.143,0.0,0.0926,0.301,83.224,audio_features,5W0RVQViQC7xocvAUnIs6Z,spotify:track:5W0RVQViQC7xocvAUnIs6Z,https://api.spotify.com/v1/tracks/5W0RVQViQC7xocvAUnIs6Z,https://api.spotify.com/v1/audio-analysis/5W0RVQViQC7xocvAUnIs6Z,153129,4
Rod Wave,Come See Me,0wGVE3BxTW5KCjoLsNlVRB,0.468,0.495,7,-10.671,1,0.167,0.717,0.0,0.11,0.171,114.227,audio_features,0wGVE3BxTW5KCjoLsNlVRB,spotify:track:0wGVE3BxTW5KCjoLsNlVRB,https://api.spotify.com/v1/tracks/0wGVE3BxTW5KCjoLsNlVRB,https://api.spotify.com/v1/audio-analysis/0wGVE3BxTW5KCjoLsNlVRB,190588,5
Morgan Wallen,Everything I Love,03fs6oV5JAlbytRYf3371S,0.568,0.841,8,-3.802,1,0.0261,0.00514,0.000503,0.147,0.668,103.983,audio_features,03fs6oV5JAlbytRYf3371S,spotify:track:03fs6oV5JAlbytRYf3371S,https://api.spotify.com/v1/tracks/03fs6oV5JAlbytRYf3371S,https://api.spotify.com/v1/audio-analysis/03fs6oV5JAlbytRYf3371S,187047,4
Sexyy Red,SkeeYee,7icwQvajsokotDfM3tefW6,0.739,0.536,1,-10.843,1,0.308,0.231,0.0,0.35,0.64,82.549,audio_features,7icwQvajsokotDfM3tefW6,spotify:track:7icwQvajsokotDfM3tefW6,https://api.spotify.com/v1/tracks/7icwQvajsokotDfM3tefW6,https://api.spotify.com/v1/audio-analysis/7icwQvajsokotDfM3tefW6,154120,4
HARDY,Truck Bed,103u49mLoJUge83B1CnLxI,0.662,0.77,0,-4.887,1,0.0367,0.0875,0.0,0.35,0.769,132.057,audio_features,103u49mLoJUge83B1CnLxI,spotify:track:103u49mLoJUge83B1CnLxI,https://api.spotify.com/v1/tracks/103u49mLoJUge83B1CnLxI,https://api.spotify.com/v1/audio-analysis/103u49mLoJUge83B1CnLxI,167535,4
Karol G,Mi Ex Tenia Razon,54zcJnb3tp9c5OVKREZ1Is,0.634,0.725,5,-4.945,0,0.0587,0.0776,0.0,0.211,0.795,159.845,audio_features,54zcJnb3tp9c5OVKREZ1Is,spotify:track:54zcJnb3tp9c5OVKREZ1Is,https://api.spotify.com/v1/tracks/54zcJnb3tp9c5OVKREZ1Is,https://api.spotify.com/v1/audio-analysis/54zcJnb3tp9c5OVKREZ1Is,154375,4
Zach Bryan,Tourniquet,42TtHTxWk782ZBiqyOi2d1,0.447,0.441,0,-7.658,1,0.0456,0.874,4.36e-05,0.188,0.286,122.811,audio_features,42TtHTxWk782ZBiqyOi2d1,spotify:track:42TtHTxWk782ZBiqyOi2d1,https://api.spotify.com/v1/tracks/42TtHTxWk782ZBiqyOi2d1,https://api.spotify.com/v1/audio-analysis/42TtHTxWk782ZBiqyOi2d1,290892,4
"The Weeknd, Playboi Carti & Madonna",Popular,37sa2suNbOTd1OyIqqZBGx,0.761,0.466,10,-11.186,0,0.0699,0.00365,0.832,0.104,0.432,99.0,audio_features,37sa2suNbOTd1OyIqqZBGx,spotify:track:37sa2suNbOTd1OyIqqZBGx,https://api.spotify.com/v1/tracks/37sa2suNbOTd1OyIqqZBGx,https://api.spotify.com/v1/audio-analysis/37sa2suNbOTd1OyIqqZBGx,217098,4
Tyla,Water,2nLKcpdoIX6oFo5npWHVF4,0.844,0.659,5,-5.741,1,0.0611,0.17,0.0,0.101,0.663,131.032,audio_features,2nLKcpdoIX6oFo5npWHVF4,spotify:track:2nLKcpdoIX6oFo5npWHVF4,https://api.spotify.com/v1/tracks/2nLKcpdoIX6oFo5npWHVF4,https://api.spotify.com/v1/audio-analysis/2nLKcpdoIX6oFo5npWHVF4,160007,4
Grupo Frontera & Grupo Firme,El Amor de Su Vida,0O3U5iwTbiXCREMkvotJuN,0.616,0.834,9,-3.069,1,0.0664,0.06,0.0,0.338,0.746,151.701,audio_features,0O3U5iwTbiXCREMkvotJuN,spotify:track:0O3U5iwTbiXCREMkvotJuN,https://api.spotify.com/v1/tracks/0O3U5iwTbiXCREMkvotJuN,https://api.spotify.com/v1/audio-analysis/0O3U5iwTbiXCREMkvotJuN,165848,4
Maluma & Carin Leon,Segun Quien,6fNCrsrdIcgVd2aZZ0nnz4,0.909,0.762,9,-3.974,1,0.0643,0.434,0.0,0.0856,0.843,101.987,audio_features,6fNCrsrdIcgVd2aZZ0nnz4,spotify:track:6fNCrsrdIcgVd2aZZ0nnz4,https://api.spotify.com/v1/tracks/6fNCrsrdIcgVd2aZZ0nnz4,https://api.spotify.com/v1/audio-analysis/6fNCrsrdIcgVd2aZZ0nnz4,142335,3
Lil Tecca,500lbs,1xWkeSPhf3bZqHY7Ncz8vp,0.731,0.667,7,-7.928,0,0.0815,0.134,0.0,0.114,0.485,123.042,audio_features,1xWkeSPhf3bZqHY7Ncz8vp,spotify:track:1xWkeSPhf3bZqHY7Ncz8vp,https://api.spotify.com/v1/tracks/1xWkeSPhf3bZqHY7Ncz8vp,https://api.spotify.com/v1/audio-analysis/1xWkeSPhf3bZqHY7Ncz8vp,144390,4
Ice Spice,Deli,5JYPXqMwYc0zTODQdjMEZN,0.789,0.763,1,-6.169,1,0.199,0.123,2.22e-05,0.132,0.272,140.107,audio_features,5JYPXqMwYc0zTODQdjMEZN,spotify:track:5JYPXqMwYc0zTODQdjMEZN,https://api.spotify.com/v1/tracks/5JYPXqMwYc0zTODQdjMEZN,https://api.spotify.com/v1/audio-analysis/5JYPXqMwYc0zTODQdjMEZN,126857,4
Travis Scott Featuring SZA & Future,Telekinesis,0cvy7FUx0vFpD6w8SIi9e9,0.407,0.848,4,-5.646,0,0.0518,0.000345,0.000526,0.107,0.0911,113.838,audio_features,0cvy7FUx0vFpD6w8SIi9e9,spotify:track:0cvy7FUx0vFpD6w8SIi9e9,https://api.spotify.com/v1/tracks/0cvy7FUx0vFpD6w8SIi9e9,https://api.spotify.com/v1/audio-analysis/0cvy7FUx0vFpD6w8SIi9e9,312813,4
Olivia Rodrigo,All-American Bitch,6QT6j7rKt7Vk3IuV2AUO9W,0.455,0.379,3,-7.628,1,0.0341,0.803,0.0,0.109,0.413,76.967,audio_features,6QT6j7rKt7Vk3IuV2AUO9W,spotify:track:6QT6j7rKt7Vk3IuV2AUO9W,https://api.spotify.com/v1/tracks/6QT6j7rKt7Vk3IuV2AUO9W,https://api.spotify.com/v1/audio-analysis/6QT6j7rKt7Vk3IuV2AUO9W,177212,4
Young Thug Featuring Drake,Oh U Went,7qLr3HMApUbyDkUvgIvHnB,0.808,0.789,7,-5.88,0,0.236,0.0517,0.0,0.0819,0.465,136.01,audio_features,7qLr3HMApUbyDkUvgIvHnB,spotify:track:7qLr3HMApUbyDkUvgIvHnB,https://api.spotify.com/v1/tracks/7qLr3HMApUbyDkUvgIvHnB,https://api.spotify.com/v1/audio-analysis/7qLr3HMApUbyDkUvgIvHnB,185333,4
Tim McGraw,Standing Room Only,6BOP0cv1eeXcvi1oE8bDVZ,0.475,0.789,1,-6.124,1,0.038,0.17,0.0,0.147,0.485,155.227,audio_features,6BOP0cv1eeXcvi1oE8bDVZ,spotify:track:6BOP0cv1eeXcvi1oE8bDVZ,https://api.spotify.com/v1/tracks/6BOP0cv1eeXcvi1oE8bDVZ,https://api.spotify.com/v1/audio-analysis/6BOP0cv1eeXcvi1oE8bDVZ,226091,4
Victoria Monet,On My Mama,1o8Z7GD1CeOaVBEyuzu4HO,0.481,0.539,4,-7.865,0,0.108,0.551,0.00539,0.12,0.621,153.277,audio_features,1o8Z7GD1CeOaVBEyuzu4HO,spotify:track:1o8Z7GD1CeOaVBEyuzu4HO,https://api.spotify.com/v1/tracks/1o8Z7GD1CeOaVBEyuzu4HO,https://api.spotify.com/v1/audio-analysis/1o8Z7GD1CeOaVBEyuzu4HO,186678,4
Fuerza Regida,Sabor Fresa,1UMm1Qs3u59Wvk53zBUE8r,0.785,0.863,7,-4.599,0,0.0893,0.0883,0.0,0.0929,0.962,130.132,audio_features,1UMm1Qs3u59Wvk53zBUE8r,spotify:track:1UMm1Qs3u59Wvk53zBUE8r,https://api.spotify.com/v1/tracks/1UMm1Qs3u59Wvk53zBUE8r,https://api.spotify.com/v1/audio-analysis/1UMm1Qs3u59Wvk53zBUE8r,156501,3
"That Mexican OT, Paul Wall & DRODi",Johnny Dang,1kwPxt35W7cG3rryxR48PO,0.971,0.671,10,-5.26,0,0.154,0.416,0.0,0.128,0.754,119.965,audio_features,1kwPxt35W7cG3rryxR48PO,spotify:track:1kwPxt35W7cG3rryxR48PO,https://api.spotify.com/v1/tracks/1kwPxt35W7cG3rryxR48PO,https://api.spotify.com/v1/audio-analysis/1kwPxt35W7cG3rryxR48PO,192000,4
Peso Pluma & Grupo Frontera,Tulum,7bPp2NmpmyhLJ7zWazAXMu,0.557,0.866,6,-4.454,1,0.0503,0.394,0.0,0.11,0.631,167.767,audio_features,7bPp2NmpmyhLJ7zWazAXMu,spotify:track:7bPp2NmpmyhLJ7zWazAXMu,https://api.spotify.com/v1/tracks/7bPp2NmpmyhLJ7zWazAXMu,https://api.spotify.com/v1/audio-analysis/7bPp2NmpmyhLJ7zWazAXMu,209415,4
Noah Kahan,Stick Season,0mflMxspEfB0VbI1kyLiAv,0.662,0.488,9,-6.894,1,0.0682,0.782,0.0,0.102,0.817,117.913,audio_features,0mflMxspEfB0VbI1kyLiAv,spotify:track:0mflMxspEfB0VbI1kyLiAv,https://api.spotify.com/v1/tracks/0mflMxspEfB0VbI1kyLiAv,https://api.spotify.com/v1/audio-analysis/0mflMxspEfB0VbI1kyLiAv,182347,4
Dylan Scott,Can't Have Mine,3jfywRZH6cB2iLyKqo4EZd,0.663,0.502,5,-7.07,1,0.0285,0.791,0.0,0.105,0.371,143.969,audio_features,3jfywRZH6cB2iLyKqo4EZd,spotify:track:3jfywRZH6cB2iLyKqo4EZd,https://api.spotify.com/v1/tracks/3jfywRZH6cB2iLyKqo4EZd,https://api.spotify.com/v1/audio-analysis/3jfywRZH6cB2iLyKqo4EZd,183087,4
Zach Bryan Featuring Bon Iver,Boys Of Faith,6pRRHgDjfIGhTUCGlHX2p8,0.302,0.584,1,-6.242,1,0.063,0.385,5.22e-05,0.089,0.159,199.804,audio_features,6pRRHgDjfIGhTUCGlHX2p8,spotify:track:6pRRHgDjfIGhTUCGlHX2p8,https://api.spotify.com/v1/tracks/6pRRHgDjfIGhTUCGlHX2p8,https://api.spotify.com/v1/audio-analysis/6pRRHgDjfIGhTUCGlHX2p8,170825,4
Rick Ross & Meek Mill,Shaq & Kobe,02K2VtGdUG5fUlAQATEgE6,0.493,0.737,10,-4.757,0,0.496,0.194,0.0,0.254,0.482,173.579,audio_features,02K2VtGdUG5fUlAQATEgE6,spotify:track:02K2VtGdUG5fUlAQATEgE6,https://api.spotify.com/v1/tracks/02K2VtGdUG5fUlAQATEgE6,https://api.spotify.com/v1/audio-analysis/02K2VtGdUG5fUlAQATEgE6,219617,4
Warren Zeiders,Pretty Little Poison,2gT2iF1YK5r54A2PDEXVv8,0.518,0.557,1,-4.839,1,0.0332,0.0258,2.46e-06,0.156,0.216,111.865,audio_features,2gT2iF1YK5r54A2PDEXVv8,spotify:track:2gT2iF1YK5r54A2PDEXVv8,https://api.spotify.com/v1/tracks/2gT2iF1YK5r54A2PDEXVv8,https://api.spotify.com/v1/audio-analysis/2gT2iF1YK5r54A2PDEXVv8,218160,3
Peso Pluma x Jasiel Nunez x Junior H,Bipolar,3HOKxuTDmNVmIlCIpBiD8m,0.77,0.622,11,-10.621,1,0.026,0.328,0.00603,0.149,0.792,115.952,audio_features,3HOKxuTDmNVmIlCIpBiD8m,spotify:track:3HOKxuTDmNVmIlCIpBiD8m,https://api.spotify.com/v1/tracks/3HOKxuTDmNVmIlCIpBiD8m,https://api.spotify.com/v1/audio-analysis/3HOKxuTDmNVmIlCIpBiD8m,231247,3
Olivia Rodrigo,The Grudge,3Nl5OkkmS5DaBZvuYofpAt,0.548,0.307,10,-9.214,1,0.0781,0.916,0.0,0.0828,0.317,127.923,audio_features,3Nl5OkkmS5DaBZvuYofpAt,spotify:track:3Nl5OkkmS5DaBZvuYofpAt,https://api.spotify.com/v1/tracks/3Nl5OkkmS5DaBZvuYofpAt,https://api.spotify.com/v1/audio-analysis/3Nl5OkkmS5DaBZvuYofpAt,189386,4
Rod Wave,HG4,59ksHIFa69pi0az2bKdu6s,0.647,0.642,2,-7.687,1,0.0785,0.177,0.0,0.0948,0.219,87.523,audio_features,59ksHIFa69pi0az2bKdu6s,spotify:track:59ksHIFa69pi0az2bKdu6s,https://api.spotify.com/v1/tracks/59ksHIFa69pi0az2bKdu6s,https://api.spotify.com/v1/audio-analysis/59ksHIFa69pi0az2bKdu6s,120895,4
Tyler Childers,In Your Love,1olWQ1LOUYs4VBwx5N8Lz9,0.534,0.409,7,-9.559,1,0.0378,0.844,0.000656,0.115,0.243,127.357,audio_features,1olWQ1LOUYs4VBwx5N8Lz9,spotify:track:1olWQ1LOUYs4VBwx5N8Lz9,https://api.spotify.com/v1/tracks/1olWQ1LOUYs4VBwx5N8Lz9,https://api.spotify.com/v1/audio-analysis/1olWQ1LOUYs4VBwx5N8Lz9,225827,4
Dustin Lynch,Stars Like Confetti,5wtPc1OQ7g1H8FBkwWqbhh,0.623,0.874,10,-3.058,1,0.0329,0.00714,0.0,0.143,0.961,109.97,audio_features,5wtPc1OQ7g1H8FBkwWqbhh,spotify:track:5wtPc1OQ7g1H8FBkwWqbhh,https://api.spotify.com/v1/tracks/5wtPc1OQ7g1H8FBkwWqbhh,https://api.spotify.com/v1/audio-analysis/5wtPc1OQ7g1H8FBkwWqbhh,194267,4
Russell Dickerson,God Gave Me A Girl,7kkLBfxW41iVO0cdLU9e9S,0.518,0.845,7,-5.051,1,0.0647,0.249,0.0,0.0764,0.37,142.133,audio_features,7kkLBfxW41iVO0cdLU9e9S,spotify:track:7kkLBfxW41iVO0cdLU9e9S,https://api.spotify.com/v1/tracks/7kkLBfxW41iVO0cdLU9e9S,https://api.spotify.com/v1/audio-analysis/7kkLBfxW41iVO0cdLU9e9S,187227,4
Zach Bryan Featuring The Lumineers,Spotless,4KULAymBBJcPRpk1yO4dOG,0.429,0.453,0,-7.746,1,0.0459,0.554,2e-06,0.102,0.155,77.639,audio_features,4KULAymBBJcPRpk1yO4dOG,spotify:track:4KULAymBBJcPRpk1yO4dOG,https://api.spotify.com/v1/tracks/4KULAymBBJcPRpk1yO4dOG,https://api.spotify.com/v1/audio-analysis/4KULAymBBJcPRpk1yO4dOG,227196,4
Lil Yachty & J. Cole,The Secret Recipe,5lcYNUreUk4OwC8AhfG8qu,0.55,0.823,5,-4.59,1,0.314,0.723,0.0,0.171,0.665,143.903,audio_features,5lcYNUreUk4OwC8AhfG8qu,spotify:track:5lcYNUreUk4OwC8AhfG8qu,https://api.spotify.com/v1/tracks/5lcYNUreUk4OwC8AhfG8qu,https://api.spotify.com/v1/audio-analysis/5lcYNUreUk4OwC8AhfG8qu,248661,4
Zach Bryan,Oklahoma Smoke Show,0OWhKvvsHptt6vnnNUSM9a,0.544,0.573,8,-5.694,1,0.0356,0.0958,0.0,0.104,0.233,122.977,audio_features,0OWhKvvsHptt6vnnNUSM9a,spotify:track:0OWhKvvsHptt6vnnNUSM9a,https://api.spotify.com/v1/tracks/0OWhKvvsHptt6vnnNUSM9a,https://api.spotify.com/v1/audio-analysis/0OWhKvvsHptt6vnnNUSM9a,211739,4
Calle 24 x Chino Pacas x Fuerza Regida,Que Onda,1QpM1kB7sggMOBuWUNUnfg,0.679,0.785,1,-6.436,1,0.0364,0.0802,0.0,0.127,0.819,91.043,audio_features,1QpM1kB7sggMOBuWUNUnfg,spotify:track:1QpM1kB7sggMOBuWUNUnfg,https://api.spotify.com/v1/tracks/1QpM1kB7sggMOBuWUNUnfg,https://api.spotify.com/v1/audio-analysis/1QpM1kB7sggMOBuWUNUnfg,129953,3
Travis Scott Featuring Playboi Carti,FE!N,0RsUZkIIsJAXDzsDa5xz12,0.525,0.0856,0,-16.351,1,0.0395,0.976,0.865,0.118,0.121,74.038,audio_features,0RsUZkIIsJAXDzsDa5xz12,spotify:track:0RsUZkIIsJAXDzsDa5xz12,https://api.spotify.com/v1/tracks/0RsUZkIIsJAXDzsDa5xz12,https://api.spotify.com/v1/audio-analysis/0RsUZkIIsJAXDzsDa5xz12,150088,4
Rod Wave,Long Journey,59ksHIFa69pi0az2bKdu6s,0.647,0.642,2,-7.687,1,0.0785,0.177,0.0,0.0948,0.219,87.523,audio_features,59ksHIFa69pi0az2bKdu6s,spotify:track:59ksHIFa69pi0az2bKdu6s,https://api.spotify.com/v1/tracks/59ksHIFa69pi0az2bKdu6s,https://api.spotify.com/v1/audio-analysis/59ksHIFa69pi0az2bKdu6s,120895,4
Luke Bryan,But I Got A Beer In My Hand,3jhV8I9sIPXsjPs2ZOnSaf,0.404,0.788,2,-4.355,1,0.0535,0.00518,1.71e-06,0.17,0.608,208.138,audio_features,3jhV8I9sIPXsjPs2ZOnSaf,spotify:track:3jhV8I9sIPXsjPs2ZOnSaf,https://api.spotify.com/v1/tracks/3jhV8I9sIPXsjPs2ZOnSaf,https://api.spotify.com/v1/audio-analysis/3jhV8I9sIPXsjPs2ZOnSaf,176427,4
Peso Pluma,Rubicon,0xGZjxYqcNQ8WqxyeZ4eSN,0.758,0.816,5,-7.284,1,0.0406,0.136,3.64e-06,0.326,0.915,139.959,audio_features,0xGZjxYqcNQ8WqxyeZ4eSN,spotify:track:0xGZjxYqcNQ8WqxyeZ4eSN,https://api.spotify.com/v1/tracks/0xGZjxYqcNQ8WqxyeZ4eSN,https://api.spotify.com/v1/audio-analysis/0xGZjxYqcNQ8WqxyeZ4eSN,238447,3
Zach Bryan,East Side Of Sorrow,00syWkRGIVQvYsg2OwfBUw,0.408,0.607,10,-7.463,1,0.0391,0.236,8.02e-05,0.0972,0.169,144.136,audio_features,00syWkRGIVQvYsg2OwfBUw,spotify:track:00syWkRGIVQvYsg2OwfBUw,https://api.spotify.com/v1/tracks/00syWkRGIVQvYsg2OwfBUw,https://api.spotify.com/v1/audio-analysis/00syWkRGIVQvYsg2OwfBUw,209320,4
Bad Bunny,Where She Goes,0SMkzFGJOBFDI9KfYD55L0,0.536,0.854,7,-6.907,1,0.0298,0.0129,0.743,0.156,0.905,122.733,audio_features,0SMkzFGJOBFDI9KfYD55L0,spotify:track:0SMkzFGJOBFDI9KfYD55L0,https://api.spotify.com/v1/tracks/0SMkzFGJOBFDI9KfYD55L0,https://api.spotify.com/v1/audio-analysis/0SMkzFGJOBFDI9KfYD55L0,162160,4
